state,accountlength,areacode,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,class,
MD,156.0,510.0, no, no,0.0,81.7,133.0,13.89,242.5,117.0,20.61,203.8,112.0,9.17,12.3,6.0,3.32,3.0, False.,
RI,132.0,415.0, yes, yes,18.0,130.7,86.0,22.22,186.1,98.0,15.82,204.8,103.0,9.22,11.9,6.0,3.21,0.0, False.,
AL,115.0,415.0, no, no,0.0,265.9,112.0,45.2,132.9,94.0,11.3,185.2,106.0,8.33,14.6,7.0,3.94,1.0, False.,
MS,109.0,510.0, yes, no,0.0,186.5,106.0,31.71,190.3,103.0,16.18,168.5,128.0,7.58,10.5,6.0,2.84,2.0, False.,
NJ,117.0,408.0, no, no,0.0,185.6,115.0,31.55,174.8,83.0,14.86,188.2,122.0,8.47,6.7,4.0,1.81,4.0, False.,
TX,148.0,408.0, no, no,0.0,249.7,91.0,42.45,185.1,90.0,15.73,234.2,88.0,10.54,10.5,1.0,2.84,1.0, False.,
MS,135.0,510.0, no, no,0.0,204.1,116.0,34.7,150.2,74.0,12.77,108.1,154.0,4.86,8.1,1.0,2.19,2.0, False.,
WI,87.0,510.0, no, yes,24.0,135.8,108.0,23.09,251.4,62.0,21.37,181.5,91.0,8.17,6.4,4.0,1.73,0.0, False.,
GA,26.0,510.0, no, no,0.0,83.2,93.0,14.14,199.5,64.0,16.96,242.6,112.0,10.92,10.7,4.0,2.89,1.0, False.,
ME,78.0,415.0, no, no,0.0,211.4,105.0,35.94,249.9,77.0,21.24,199.6,129.0,8.98,9.3,2.0,2.51,2.0, False.,
MT,78.0,510.0, no, no,0.0,185.8,102.0,31.59,251.6,88.0,21.39,202.8,86.0,9.13,13.3,6.0,3.59,2.0, False.,
AR,121.0,415.0, no, no,0.0,123.6,113.0,21.01,229.4,85.0,19.5,242.9,97.0,10.93,10.3,4.0,2.78,0.0, False.,
ID,101.0,415.0, no, no,0.0,202.5,91.0,34.43,142.5,134.0,12.11,219.6,102.0,9.88,10.1,4.0,2.73,3.0, False.,
ND,90.0,510.0, no, no,0.0,169.4,127.0,28.8,157.2,111.0,13.36,172.4,103.0,7.76,10.7,2.0,2.89,1.0, False.,
AZ,83.0,415.0, no, no,0.0,135.2,76.0,22.98,161.0,98.0,13.69,129.3,105.0,5.82,9.0,6.0,2.43,0.0, False.,
CA,81.0,408.0, no, no,0.0,125.1,103.0,21.27,209.6,103.0,17.82,186.2,78.0,8.38,11.8,1.0,3.19,1.0, False.,
NJ,119.0,408.0, no, no,0.0,287.1,83.0,48.81,218.4,124.0,18.56,151.5,42.0,6.82,11.0,4.0,2.97,1.0, False.,
NV,134.0,415.0, no, no,0.0,199.7,107.0,33.95,205.8,86.0,17.49,198.8,125.0,8.95,8.3,5.0,2.24,0.0, False.,
NV,48.0,408.0, no, no,0.0,247.6,114.0,42.09,172.3,110.0,14.65,264.4,107.0,11.9,7.1,3.0,1.92,1.0, False.,
AL,185.0,415.0, no, no,0.0,158.5,93.0,26.95,294.7,69.0,25.05,146.2,116.0,6.58,16.6,3.0,4.48,0.0, False.,
AL,91.0,510.0, no, yes,39.0,160.8,97.0,27.34,119.3,54.0,10.14,147.9,101.0,6.66,10.3,3.0,2.78,3.0, False.,
SC,90.0,408.0, no, yes,31.0,118.5,92.0,20.15,257.9,76.0,21.92,186.2,96.0,8.38,9.0,6.0,2.43,1.0, False.,
WV,159.0,415.0, no, no,0.0,181.0,107.0,30.77,188.4,114.0,16.01,175.8,41.0,7.91,9.9,4.0,2.67,7.0, False.,
CO,103.0,510.0, no, yes,40.0,140.3,52.0,23.85,245.6,114.0,20.88,111.7,86.0,5.03,11.1,6.0,3.0,1.0, False.,
OH,142.0,408.0, yes, no,0.0,160.6,101.0,27.3,202.0,125.0,17.17,221.7,100.0,9.98,8.8,2.0,2.38,1.0, False.,
TX,104.0,510.0, no, no,0.0,111.9,105.0,19.02,197.7,121.0,16.8,302.8,108.0,13.63,10.1,5.0,2.73,1.0, False.,
ME,82.0,415.0, no, no,0.0,120.5,107.0,20.49,176.3,124.0,14.99,258.0,121.0,11.61,10.5,5.0,2.84,0.0, False.,
LA,76.0,510.0, no, no,0.0,156.3,117.0,26.57,115.7,53.0,9.83,316.4,121.0,14.24,6.8,4.0,1.84,1.0, False.,
MT,88.0,408.0, no, no,0.0,242.4,89.0,41.21,161.4,89.0,13.72,142.4,95.0,6.41,5.4,2.0,1.46,1.0, False.,
NJ,118.0,408.0, no, no,0.0,178.4,81.0,30.33,182.7,119.0,15.53,251.4,109.0,11.31,10.8,2.0,2.92,1.0, False.,
UT,139.0,510.0, no, no,0.0,258.7,94.0,43.98,190.3,132.0,16.18,247.2,73.0,11.12,11.4,2.0,3.08,1.0, False.,
DC,87.0,415.0, no, yes,18.0,124.3,104.0,21.13,196.1,80.0,16.67,290.0,110.0,13.05,7.2,3.0,1.94,1.0, False.,
UT,167.0,415.0, no, no,0.0,94.9,114.0,16.13,315.8,105.0,26.84,181.0,71.0,8.15,10.8,6.0,2.92,0.0, False.,
CO,138.0,408.0, no, no,0.0,182.0,101.0,30.94,200.3,119.0,17.03,208.9,131.0,9.4,13.4,3.0,3.62,4.0, False.,
MA,130.0,408.0, no, no,0.0,162.0,62.0,27.54,278.1,108.0,23.64,197.5,82.0,8.89,9.1,4.0,2.46,1.0, False.,
FL,87.0,415.0, no, no,0.0,176.6,83.0,30.02,221.6,101.0,18.84,185.3,89.0,8.34,9.4,1.0,2.54,0.0, False.,
RI,69.0,408.0, no, no,0.0,198.8,141.0,33.8,203.7,110.0,17.31,177.1,109.0,7.97,15.2,2.0,4.1,4.0, False.,
ID,164.0,408.0, yes, yes,28.0,156.1,98.0,26.54,209.9,140.0,17.84,190.0,69.0,8.55,11.4,4.0,3.08,0.0, False.,
CO,109.0,510.0, no, no,0.0,150.6,106.0,25.6,147.4,108.0,12.53,173.2,109.0,7.79,9.5,5.0,2.57,1.0, False.,
MS,53.0,510.0, no, no,0.0,198.3,100.0,33.71,304.2,93.0,25.86,131.5,85.0,5.92,9.2,5.0,2.48,2.0, False.,
PA,59.0,510.0, no, no,0.0,189.1,141.0,32.15,198.2,113.0,16.85,280.2,103.0,12.61,2.2,7.0,0.59,1.0, False.,
KY,124.0,408.0, no, no,0.0,156.9,74.0,26.67,195.8,82.0,16.64,181.0,99.0,8.15,8.8,2.0,2.38,1.0, False.,
ID,73.0,408.0, no, no,0.0,67.0,76.0,11.39,223.0,154.0,18.96,236.5,151.0,10.64,11.2,2.0,3.02,1.0, False.,
AK,94.0,415.0, no, no,0.0,261.3,89.0,44.42,152.4,139.0,12.95,120.2,124.0,5.41,10.5,2.0,2.84,0.0, False.,
AL,80.0,415.0, no, no,0.0,135.1,92.0,22.97,185.0,103.0,15.73,147.1,74.0,6.62,14.7,5.0,3.97,3.0, False.,
SC,101.0,415.0, yes, no,0.0,92.1,109.0,15.66,163.0,83.0,13.86,133.3,102.0,6.0,9.7,11.0,2.62,2.0, False.,
MN,115.0,408.0, no, no,0.0,173.5,121.0,29.5,168.3,100.0,14.31,138.3,105.0,6.22,7.8,5.0,2.11,1.0, False.,
KS,100.0,415.0, yes, no,0.0,156.3,82.0,26.57,259.4,91.0,22.05,143.7,93.0,6.47,8.3,7.0,2.24,5.0, False.,
MA,85.0,415.0, no, no,0.0,274.7,79.0,46.7,119.4,122.0,10.15,296.9,74.0,13.36,9.4,10.0,2.54,1.0, False.,
KY,110.0,408.0, no, no,0.0,244.7,84.0,41.6,106.4,95.0,9.04,194.9,61.0,8.77,10.5,1.0,2.84,2.0, False.,
WI,92.0,408.0, yes, no,0.0,183.6,96.0,31.21,149.7,55.0,12.72,135.2,71.0,6.08,11.8,4.0,3.19,0.0, False.,
MI,102.0,408.0, no, no,0.0,167.1,80.0,28.41,222.9,94.0,18.95,179.9,103.0,8.1,11.6,3.0,3.13,5.0, False.,
NV,134.0,408.0, no, no,0.0,177.1,120.0,30.11,218.1,123.0,18.54,183.8,93.0,8.27,12.7,5.0,3.43,3.0, False.,
DC,96.0,415.0, no, no,0.0,217.8,120.0,37.03,139.6,109.0,11.87,227.7,111.0,10.25,11.6,3.0,3.13,0.0, False.,
NE,42.0,510.0, no, no,0.0,143.7,96.0,24.43,221.0,98.0,18.79,108.9,94.0,4.9,8.6,1.0,2.32,2.0, False.,
OR,175.0,415.0, no, no,0.0,185.0,104.0,31.45,325.8,86.0,27.69,85.4,105.0,3.84,14.6,2.0,3.94,1.0, False.,
OR,136.0,415.0, no, yes,23.0,235.6,65.0,40.05,177.7,81.0,15.1,138.7,105.0,6.24,11.3,5.0,3.05,1.0, False.,
AR,32.0,415.0, yes, no,0.0,265.5,75.0,45.14,119.7,77.0,10.17,169.9,128.0,7.65,14.8,6.0,4.0,2.0, False.,
UT,101.0,415.0, no, no,0.0,332.1,91.0,56.46,151.0,123.0,12.84,277.8,99.0,12.5,11.3,3.0,3.05,1.0, False.,
AZ,132.0,408.0, yes, yes,21.0,223.4,89.0,37.98,193.2,105.0,16.42,226.2,85.0,10.18,7.7,5.0,2.08,3.0, False.,
ME,120.0,510.0, no, no,0.0,163.6,109.0,27.81,237.3,95.0,20.17,186.2,141.0,8.38,12.3,5.0,3.32,0.0, False.,
MT,122.0,510.0, no, no,0.0,190.0,125.0,32.3,141.5,77.0,12.03,216.8,68.0,9.76,15.9,3.0,4.29,3.0, False.,
OK,52.0,510.0, no, no,0.0,153.7,100.0,26.13,174.2,139.0,14.81,242.3,53.0,10.9,14.1,3.0,3.81,1.0, False.,
VT,182.0,415.0, no, no,0.0,160.3,87.0,27.25,229.9,101.0,19.54,185.3,96.0,8.34,8.7,11.0,2.35,2.0, False.,
NM,138.0,408.0, no, yes,12.0,114.5,100.0,19.47,175.1,130.0,14.88,112.7,85.0,5.07,7.8,5.0,2.11,0.0, False.,
ID,130.0,510.0, no, no,0.0,140.9,68.0,23.95,217.5,109.0,18.49,123.6,96.0,5.56,13.6,4.0,3.67,3.0, False.,
SC,106.0,510.0, no, no,0.0,168.4,85.0,28.63,123.3,95.0,10.48,162.5,83.0,7.31,4.6,4.0,1.24,3.0, False.,
MA,150.0,408.0, no, no,0.0,150.9,92.0,25.65,191.0,106.0,16.24,223.6,107.0,10.06,8.3,4.0,2.24,5.0, False.,
OK,94.0,415.0, no, no,0.0,255.1,96.0,43.37,276.9,67.0,23.54,226.5,74.0,10.19,10.6,2.0,2.86,0.0, False.,
NJ,116.0,415.0, no, no,0.0,154.0,127.0,26.18,280.4,68.0,23.83,213.0,56.0,9.58,8.6,2.0,2.32,6.0, False.,
CO,89.0,415.0, no, no,0.0,94.5,107.0,16.07,191.8,85.0,16.3,196.2,131.0,8.83,15.0,5.0,4.05,1.0, False.,
WA,45.0,415.0, no, no,0.0,135.0,116.0,22.95,159.0,108.0,13.52,170.3,130.0,7.66,11.1,15.0,3.0,1.0, False.,
KS,74.0,408.0, no, no,0.0,286.9,113.0,48.77,260.8,121.0,22.17,137.1,94.0,6.17,12.6,6.0,3.4,0.0, False.,
GA,158.0,415.0, no, no,0.0,165.4,70.0,28.12,280.1,104.0,23.81,121.8,106.0,5.48,10.4,9.0,2.81,1.0, False.,
AL,76.0,415.0, no, no,0.0,222.0,99.0,37.74,215.9,122.0,18.35,204.1,131.0,9.18,8.2,5.0,2.21,3.0, False.,
KY,102.0,415.0, yes, no,0.0,209.8,85.0,35.67,165.7,100.0,14.08,230.1,92.0,10.35,8.7,6.0,2.35,0.0, False.,
LA,4.0,408.0, no, yes,31.0,158.3,99.0,26.91,164.2,98.0,13.96,192.7,108.0,8.67,12.5,3.0,3.38,2.0, False.,
MN,161.0,408.0, no, no,0.0,252.3,120.0,42.89,243.8,98.0,20.72,284.4,96.0,12.8,9.2,2.0,2.48,1.0, False.,
WV,116.0,415.0, no, no,0.0,255.5,93.0,43.44,224.4,122.0,19.07,317.3,85.0,14.28,12.7,4.0,3.43,1.0, False.,
ID,49.0,415.0, no, no,0.0,101.7,71.0,17.29,223.2,102.0,18.97,182.1,112.0,8.19,7.3,3.0,1.97,3.0, False.,
WY,86.0,415.0, no, no,0.0,227.9,105.0,38.74,218.7,118.0,18.59,223.2,120.0,10.04,14.2,5.0,3.83,3.0, False.,
NE,39.0,510.0, no, no,0.0,185.0,113.0,31.45,106.5,125.0,9.05,167.3,78.0,7.53,12.0,2.0,3.24,0.0, False.,
WI,118.0,415.0, no, no,0.0,142.2,96.0,24.17,164.9,107.0,14.02,183.7,92.0,8.27,7.1,4.0,1.92,1.0, False.,
MI,57.0,415.0, no, no,0.0,140.0,100.0,23.8,174.7,102.0,14.85,258.5,111.0,11.63,13.3,4.0,3.59,1.0, False.,
NH,138.0,415.0, no, no,0.0,157.5,96.0,26.78,271.7,107.0,23.09,138.2,84.0,6.22,10.7,6.0,2.89,2.0, False.,
AK,98.0,415.0, no, no,0.0,237.5,130.0,40.38,213.2,85.0,18.12,194.1,107.0,8.73,10.1,3.0,2.73,0.0, False.,
DE,67.0,415.0, no, no,0.0,164.5,79.0,27.97,110.3,108.0,9.38,203.9,102.0,9.18,9.8,2.0,2.65,1.0, False.,
AZ,145.0,415.0, no, yes,10.0,190.7,100.0,32.42,177.7,114.0,15.1,167.3,100.0,7.53,12.8,2.0,3.46,0.0, False.,
NV,77.0,415.0, no, no,0.0,215.5,81.0,36.64,170.9,100.0,14.53,170.3,59.0,7.66,10.3,3.0,2.78,1.0, False.,
WV,99.0,408.0, no, yes,12.0,119.9,83.0,20.38,237.7,98.0,20.2,187.6,159.0,8.44,16.6,2.0,4.48,1.0, False.,
VT,106.0,510.0, yes, no,0.0,196.7,100.0,33.44,210.2,109.0,17.87,173.8,83.0,7.82,7.8,1.0,2.11,4.0, False.,
OK,32.0,510.0, no, no,0.0,230.7,122.0,39.22,204.7,134.0,17.4,142.0,86.0,6.39,8.7,3.0,2.35,2.0, False.,
RI,131.0,415.0, no, no,0.0,131.3,39.0,22.32,242.9,101.0,20.65,278.8,100.0,12.55,8.5,2.0,2.3,2.0, False.,
MA,100.0,415.0, no, no,0.0,167.2,100.0,28.42,141.2,87.0,12.0,251.3,76.0,11.31,6.1,6.0,1.65,3.0, False.,
OR,174.0,415.0, no, no,0.0,222.3,102.0,37.79,173.8,123.0,14.77,297.2,97.0,13.37,5.7,2.0,1.54,0.0, False.,
NY,98.0,510.0, no, no,0.0,198.6,92.0,33.76,349.4,99.0,29.7,221.7,83.0,9.98,7.3,6.0,1.97,2.0, False.,
ME,42.0,510.0, no, no,0.0,139.4,109.0,23.7,223.8,121.0,19.02,244.9,105.0,11.02,4.6,3.0,1.24,1.0, False.,
VA,99.0,408.0, no, no,0.0,130.4,121.0,22.17,219.9,103.0,18.69,84.1,85.0,3.78,9.8,3.0,2.65,2.0, False.,
DE,122.0,415.0, no, no,0.0,184.6,88.0,31.38,148.8,98.0,12.65,309.7,58.0,13.94,14.3,2.0,3.86,3.0, False.,
OH,4.0,415.0, yes, no,0.0,169.7,96.0,28.85,131.8,94.0,11.2,245.1,86.0,11.03,14.2,4.0,3.83,0.0, False.,
NY,119.0,408.0, no, no,0.0,153.2,131.0,26.04,116.6,85.0,9.91,218.5,74.0,9.83,10.1,5.0,2.73,1.0, False.,
MN,31.0,415.0, no, no,0.0,224.5,96.0,38.17,191.2,72.0,16.25,214.5,100.0,9.65,9.1,1.0,2.46,2.0, False.,
WV,114.0,415.0, no, no,0.0,247.8,95.0,42.13,255.1,98.0,21.68,224.1,105.0,10.08,9.5,6.0,2.57,1.0, False.,
MD,47.0,415.0, yes, no,0.0,177.1,104.0,30.11,217.4,97.0,18.48,191.8,131.0,8.63,9.7,5.0,2.62,2.0, False.,
GA,77.0,415.0, no, no,0.0,134.5,119.0,22.87,119.7,104.0,10.17,250.7,112.0,11.28,9.3,5.0,2.51,0.0, False.,
WY,39.0,510.0, no, yes,38.0,201.8,66.0,34.31,200.1,87.0,17.01,173.7,112.0,7.82,9.5,3.0,2.57,0.0, False.,
WV,193.0,415.0, no, no,0.0,180.5,114.0,30.69,117.9,80.0,10.02,192.9,97.0,8.68,10.2,4.0,2.75,2.0, False.,
OH,103.0,415.0, no, yes,40.0,164.5,95.0,27.97,228.7,82.0,19.44,194.7,97.0,8.76,7.4,1.0,2.0,4.0, False.,
AK,36.0,415.0, yes, yes,19.0,171.9,96.0,29.22,198.4,111.0,16.86,321.7,76.0,14.48,10.5,1.0,2.84,1.0, False.,
MT,149.0,415.0, no, no,0.0,244.2,83.0,41.51,262.0,72.0,22.27,144.5,113.0,6.5,7.0,4.0,1.89,1.0, False.,
IL,87.0,415.0, no, no,0.0,221.4,69.0,37.64,195.2,53.0,16.59,120.6,91.0,5.43,13.7,4.0,3.7,1.0, False.,
RI,1.0,510.0, no, no,0.0,241.5,114.0,41.06,195.2,94.0,16.59,201.6,93.0,9.07,14.1,3.0,3.81,3.0, False.,
WY,62.0,415.0, no, no,0.0,116.5,77.0,19.81,186.1,111.0,15.82,180.6,72.0,8.13,16.1,2.0,4.35,3.0, False.,
WA,112.0,415.0, no, no,0.0,158.1,107.0,26.88,181.5,101.0,15.43,200.3,126.0,9.01,8.3,7.0,2.24,1.0, False.,
CO,82.0,408.0, no, no,0.0,121.6,81.0,20.67,191.3,109.0,16.26,231.4,81.0,10.41,8.6,5.0,2.32,3.0, False.,
DC,86.0,408.0, no, no,0.0,178.3,94.0,30.31,264.4,74.0,22.47,284.6,109.0,12.81,15.0,2.0,4.05,0.0, False.,
OH,141.0,415.0, no, no,0.0,215.8,79.0,36.69,112.7,85.0,9.58,221.8,109.0,9.98,5.6,4.0,1.51,2.0, False.,
AL,55.0,415.0, no, yes,28.0,222.5,134.0,37.83,177.8,106.0,15.11,194.6,90.0,8.76,9.7,4.0,2.62,2.0, False.,
KY,127.0,415.0, no, no,0.0,264.5,75.0,44.97,179.2,91.0,15.23,141.9,93.0,6.39,8.0,1.0,2.16,1.0, False.,
IA,82.0,510.0, no, yes,23.0,123.7,93.0,21.03,139.1,74.0,11.82,174.5,118.0,7.85,10.6,2.0,2.86,1.0, False.,
OH,69.0,415.0, no, no,0.0,244.8,76.0,41.62,77.2,100.0,6.56,222.8,102.0,10.03,10.0,3.0,2.7,0.0, False.,
MD,131.0,415.0, no, no,0.0,212.8,108.0,36.18,212.0,115.0,18.02,235.9,96.0,10.62,9.8,11.0,2.65,0.0, False.,
HI,87.0,510.0, no, no,0.0,297.4,63.0,50.56,118.4,108.0,10.06,242.3,72.0,10.9,11.0,2.0,2.97,2.0, False.,
WV,63.0,415.0, no, no,0.0,147.8,95.0,25.13,201.4,72.0,17.12,154.9,118.0,6.97,8.6,8.0,2.32,1.0, False.,
SD,124.0,408.0, yes, yes,29.0,187.1,75.0,31.81,148.5,142.0,12.62,214.4,124.0,9.65,5.5,7.0,1.49,2.0, False.,
NY,148.0,408.0, no, no,0.0,236.5,84.0,40.21,236.0,95.0,20.06,228.6,124.0,10.29,8.3,6.0,2.24,2.0, False.,
ID,68.0,415.0, no, no,0.0,186.5,108.0,31.71,190.2,107.0,16.17,187.8,103.0,8.45,11.0,5.0,2.97,1.0, False.,
TX,72.0,415.0, yes, no,0.0,286.1,101.0,48.64,306.1,94.0,26.02,232.8,89.0,10.48,10.3,1.0,2.78,4.0, False.,
TX,119.0,510.0, no, no,0.0,107.2,100.0,18.22,221.1,100.0,18.79,212.6,96.0,9.57,8.3,3.0,2.24,2.0, False.,
ID,43.0,415.0, no, yes,36.0,93.1,68.0,15.83,246.1,83.0,20.92,94.9,109.0,4.27,8.7,8.0,2.35,1.0, False.,
CA,136.0,510.0, no, no,0.0,132.4,110.0,22.51,254.1,81.0,21.6,176.5,100.0,7.94,13.0,6.0,3.51,2.0, False.,
MO,97.0,510.0, no, no,0.0,80.7,99.0,13.72,262.3,93.0,22.3,214.6,130.0,9.66,8.8,3.0,2.38,0.0, False.,
OR,149.0,415.0, no, no,0.0,114.5,103.0,19.47,228.8,100.0,19.45,135.8,74.0,6.11,10.7,3.0,2.89,0.0, False.,
KY,59.0,510.0, no, no,0.0,155.5,92.0,26.44,192.3,104.0,16.35,123.3,106.0,5.55,10.5,3.0,2.84,4.0, False.,
NY,77.0,415.0, no, no,0.0,184.7,130.0,31.4,194.0,105.0,16.49,249.1,91.0,11.21,9.0,4.0,2.43,1.0, False.,
MI,110.0,415.0, no, no,0.0,94.1,127.0,16.0,283.0,97.0,24.06,168.7,69.0,7.59,10.3,6.0,2.78,2.0, False.,
WA,70.0,415.0, no, no,0.0,229.3,110.0,38.98,118.2,89.0,10.05,155.0,105.0,6.98,7.9,4.0,2.13,1.0, False.,
VT,155.0,510.0, no, no,0.0,223.8,109.0,38.05,233.4,68.0,19.84,201.6,111.0,9.07,8.8,8.0,2.38,1.0, False.,
DC,151.0,415.0, no, yes,27.0,154.4,141.0,26.25,210.6,109.0,17.9,167.9,109.0,7.56,7.8,3.0,2.11,3.0, False.,
TX,125.0,415.0, no, no,0.0,190.2,107.0,32.33,209.2,75.0,17.78,102.1,136.0,4.59,14.2,5.0,3.83,4.0, False.,
NJ,83.0,415.0, no, no,0.0,167.0,120.0,28.39,209.1,102.0,17.77,131.0,107.0,5.9,8.6,2.0,2.32,1.0, False.,
ND,94.0,510.0, no, no,0.0,154.8,113.0,26.32,261.8,121.0,22.25,213.0,81.0,9.58,11.6,5.0,3.13,0.0, False.,
CO,11.0,415.0, no, yes,36.0,293.4,122.0,49.88,174.1,91.0,14.8,212.0,50.0,9.54,6.9,6.0,1.86,1.0, False.,
CO,92.0,415.0, no, no,0.0,160.5,113.0,27.29,287.3,134.0,24.42,212.6,93.0,9.57,8.2,3.0,2.21,3.0, False.,
GA,70.0,415.0, no, yes,20.0,230.2,110.0,39.13,177.5,111.0,15.09,206.3,38.0,9.28,11.9,2.0,3.21,0.0, False.,
UT,82.0,510.0, no, no,0.0,191.9,95.0,32.62,116.7,105.0,9.92,202.6,113.0,9.12,8.2,5.0,2.21,0.0, False.,
CO,65.0,408.0, no, no,0.0,131.5,119.0,22.36,222.3,119.0,18.9,155.3,83.0,6.99,11.1,7.0,3.0,1.0, False.,
AZ,102.0,510.0, no, no,0.0,171.6,116.0,29.17,219.4,111.0,18.65,242.1,85.0,10.89,12.1,4.0,3.27,0.0, False.,
TX,112.0,510.0, no, no,0.0,242.1,69.0,41.16,235.2,150.0,19.99,237.7,106.0,10.7,10.0,5.0,2.7,3.0, False.,
CT,78.0,408.0, no, no,0.0,157.3,61.0,26.74,242.0,119.0,20.57,196.0,107.0,8.82,10.6,1.0,2.86,1.0, False.,
NM,77.0,408.0, yes, no,0.0,192.7,82.0,32.76,198.0,91.0,16.83,204.2,95.0,9.19,9.0,6.0,2.43,1.0, False.,
MI,126.0,415.0, no, no,0.0,175.6,91.0,29.85,151.1,100.0,12.84,201.5,100.0,9.07,9.9,2.0,2.67,1.0, False.,
ME,58.0,415.0, no, yes,29.0,239.6,84.0,40.73,182.1,80.0,15.48,118.3,100.0,5.32,11.0,3.0,2.97,2.0, False.,
CT,38.0,510.0, no, no,0.0,96.9,110.0,16.47,241.4,75.0,20.52,141.0,69.0,6.35,10.8,3.0,2.92,0.0, False.,
MO,87.0,408.0, no, no,0.0,129.5,104.0,22.02,194.0,133.0,16.49,287.9,65.0,12.96,7.2,7.0,1.94,2.0, False.,
WY,72.0,510.0, yes, no,0.0,274.0,75.0,46.58,162.8,110.0,13.84,110.0,121.0,4.95,7.7,3.0,2.08,4.0, False.,
DC,69.0,415.0, no, no,0.0,111.7,86.0,18.99,187.5,68.0,15.94,194.8,128.0,8.77,11.6,10.0,3.13,2.0, False.,
RI,85.0,408.0, no, no,0.0,142.7,82.0,24.26,179.1,106.0,15.22,141.4,88.0,6.36,5.0,8.0,1.35,3.0, False.,
VA,176.0,415.0, no, no,0.0,216.7,91.0,36.84,233.9,104.0,19.88,231.1,110.0,10.4,9.0,4.0,2.43,1.0, False.,
MA,133.0,415.0, no, no,0.0,207.1,106.0,35.21,283.5,124.0,24.1,65.2,107.0,2.93,10.5,2.0,2.84,3.0, False.,
MT,146.0,415.0, no, no,0.0,214.8,86.0,36.52,230.9,94.0,19.63,223.8,100.0,10.07,5.8,3.0,1.57,3.0, False.,
WA,31.0,415.0, no, no,0.0,142.9,67.0,24.29,109.7,72.0,9.32,293.6,112.0,13.21,11.5,6.0,3.11,0.0, False.,
TN,78.0,415.0, yes, no,0.0,71.5,126.0,12.16,166.8,127.0,14.18,211.6,86.0,9.52,8.3,2.0,2.24,3.0, False.,
ND,118.0,415.0, no, no,0.0,77.6,113.0,13.19,126.9,75.0,10.79,191.0,79.0,8.59,14.9,4.0,4.02,1.0, False.,
ME,119.0,510.0, no, no,0.0,73.7,66.0,12.53,160.5,132.0,13.64,214.2,67.0,9.64,13.0,6.0,3.51,3.0, False.,
CO,141.0,408.0, no, no,0.0,264.3,90.0,44.93,216.4,101.0,18.39,208.8,72.0,9.4,9.6,3.0,2.59,0.0, False.,
IN,91.0,510.0, yes, no,0.0,103.2,100.0,17.54,124.8,154.0,10.61,336.1,111.0,15.12,14.0,4.0,3.78,2.0, False.,
DC,150.0,510.0, yes, no,0.0,114.8,156.0,19.52,135.3,78.0,11.5,218.4,98.0,9.83,15.6,4.0,4.21,1.0, False.,
UT,76.0,415.0, no, no,0.0,212.5,124.0,36.13,215.5,110.0,18.32,128.0,94.0,5.76,5.2,9.0,1.4,3.0, False.,
ID,159.0,510.0, no, yes,36.0,288.2,120.0,48.99,227.1,105.0,19.3,198.2,113.0,8.92,13.3,7.0,3.59,1.0, False.,
UT,66.0,415.0, no, no,0.0,192.4,98.0,32.71,187.0,93.0,15.9,132.9,82.0,5.98,11.2,1.0,3.02,0.0, False.,
MD,139.0,415.0, no, no,0.0,102.2,76.0,17.37,230.0,106.0,19.55,183.4,136.0,8.25,10.8,4.0,2.92,1.0, False.,
VT,122.0,415.0, yes, no,0.0,49.5,114.0,8.42,214.1,98.0,18.2,154.9,120.0,6.97,10.0,4.0,2.7,0.0, False.,
FL,91.0,415.0, no, no,0.0,153.2,70.0,26.04,231.7,91.0,19.69,115.1,80.0,5.18,9.8,3.0,2.65,4.0, False.,
NH,131.0,415.0, no, no,0.0,55.5,79.0,9.44,163.5,104.0,13.9,128.1,59.0,5.76,10.1,4.0,2.73,1.0, True.,
IL,135.0,415.0, no, no,0.0,247.2,61.0,42.02,168.7,122.0,14.34,169.8,100.0,7.64,6.6,1.0,1.78,0.0, False.,
NM,109.0,408.0, no, yes,40.0,99.7,116.0,16.95,140.3,117.0,11.93,221.3,76.0,9.96,13.9,5.0,3.75,3.0, False.,
KS,129.0,415.0, no, no,0.0,220.2,117.0,37.43,261.1,102.0,22.19,165.9,132.0,7.47,10.8,1.0,2.92,2.0, False.,
WV,85.0,415.0, no, no,0.0,116.9,75.0,19.87,183.3,109.0,15.58,307.4,119.0,13.83,10.0,8.0,2.7,2.0, False.,
ID,125.0,408.0, no, no,0.0,175.9,98.0,29.9,192.8,148.0,16.39,278.2,110.0,12.52,10.6,5.0,2.86,0.0, False.,
ME,67.0,415.0, no, no,0.0,208.0,95.0,35.36,234.8,81.0,19.96,266.0,80.0,11.97,11.7,6.0,3.16,3.0, False.,
MA,61.0,415.0, no, yes,28.0,239.9,110.0,40.78,218.9,87.0,18.61,166.0,46.0,7.47,12.1,4.0,3.27,1.0, False.,
TX,77.0,510.0, no, no,0.0,136.5,95.0,23.21,182.6,102.0,15.52,233.6,93.0,10.51,9.9,10.0,2.67,1.0, False.,
