state,accountlength,areacode,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,class
FL,116.0,415.0, no, yes,17.0,193.4,112.0,32.88,240.6,131.0,20.45,248.1,98.0,11.16,11.4,3.0,3.08,5.0, False.
LA,158.0,408.0, no, no,0.0,202.0,126.0,34.34,163.5,86.0,13.9,195.4,84.0,8.79,10.4,6.0,2.81,1.0, False.
MT,78.0,415.0, no, no,0.0,191.7,122.0,32.59,241.4,88.0,20.52,203.5,86.0,9.16,9.1,5.0,2.46,1.0, False.
WA,119.0,415.0, no, yes,26.0,161.3,97.0,27.42,250.3,110.0,21.28,142.4,92.0,6.41,6.6,8.0,1.78,1.0, False.
MI,120.0,415.0, no, no,0.0,150.6,85.0,25.6,119.0,128.0,10.12,232.9,123.0,10.48,6.4,2.0,1.73,1.0, False.
KY,155.0,510.0, no, no,0.0,184.6,102.0,31.38,196.0,117.0,16.66,226.5,122.0,10.19,7.8,1.0,2.11,1.0, False.
LA,106.0,408.0, no, no,0.0,220.7,120.0,37.52,270.2,95.0,22.97,121.6,113.0,5.47,8.7,5.0,2.35,1.0, False.
NM,87.0,510.0, yes, no,0.0,167.3,119.0,28.44,198.5,119.0,16.87,133.1,88.0,5.99,11.0,6.0,2.97,1.0, False.
AL,146.0,415.0, no, yes,32.0,154.0,80.0,26.18,185.5,91.0,15.77,148.2,107.0,6.67,8.2,4.0,2.21,3.0, False.
MO,101.0,415.0, no, yes,29.0,121.1,116.0,20.59,186.4,100.0,15.84,241.7,75.0,10.88,10.1,6.0,2.73,0.0, False.
CO,22.0,510.0, no, yes,23.0,182.1,94.0,30.96,164.6,59.0,13.99,128.8,102.0,5.8,12.7,4.0,3.43,3.0, False.
TX,90.0,415.0, no, no,0.0,109.6,88.0,18.63,137.6,108.0,11.7,159.7,121.0,7.19,11.0,5.0,2.97,2.0, False.
NY,41.0,415.0, no, no,0.0,209.9,105.0,35.68,121.9,105.0,10.36,253.7,104.0,11.42,9.6,4.0,2.59,1.0, False.
OR,69.0,415.0, no, no,0.0,167.5,76.0,28.48,242.1,92.0,20.58,101.2,103.0,4.55,11.4,4.0,3.08,2.0, False.
WY,33.0,415.0, no, no,0.0,213.9,88.0,36.36,239.8,119.0,20.38,148.7,71.0,6.69,9.8,14.0,2.65,2.0, False.
UT,112.0,415.0, no, no,0.0,115.8,108.0,19.69,243.3,111.0,20.68,184.6,78.0,8.31,13.1,5.0,3.54,1.0, False.
LA,108.0,510.0, no, yes,30.0,276.6,99.0,47.02,220.1,113.0,18.71,177.9,95.0,8.01,9.8,6.0,2.65,2.0, False.
NV,136.0,415.0, no, yes,21.0,179.4,88.0,30.5,181.1,97.0,15.39,320.7,120.0,14.43,9.5,4.0,2.57,2.0, False.
NC,128.0,510.0, no, no,0.0,187.3,84.0,31.84,270.8,95.0,23.02,206.4,68.0,9.29,10.1,5.0,2.73,1.0, False.
NC,27.0,408.0, no, no,0.0,201.2,128.0,34.2,227.2,100.0,19.31,145.8,91.0,6.56,8.4,3.0,2.27,2.0, False.
WY,161.0,415.0, yes, no,0.0,189.6,78.0,32.23,267.4,117.0,22.73,184.5,137.0,8.3,1.3,6.0,0.35,1.0, False.
TN,33.0,415.0, no, yes,35.0,186.8,124.0,31.76,261.0,69.0,22.19,317.8,103.0,14.3,15.0,5.0,4.05,0.0, False.
FL,120.0,415.0, no, yes,31.0,153.5,83.0,26.1,219.1,96.0,18.62,237.4,76.0,10.68,11.4,4.0,3.08,0.0, False.
CA,113.0,415.0, no, no,0.0,187.6,97.0,31.89,208.2,118.0,17.7,158.9,101.0,7.15,8.7,6.0,2.35,2.0, False.
PA,122.0,415.0, yes, no,0.0,230.9,132.0,39.25,243.2,99.0,20.67,182.4,57.0,8.21,11.0,2.0,2.97,0.0, True.
WV,148.0,415.0, no, yes,26.0,244.9,150.0,41.63,118.0,138.0,10.03,236.0,91.0,10.62,15.2,4.0,4.1,2.0, False.
NJ,74.0,415.0, no, no,0.0,230.9,93.0,39.25,223.0,78.0,18.96,157.8,101.0,7.1,9.7,2.0,2.62,3.0, False.
MT,106.0,415.0, no, no,0.0,187.1,104.0,31.81,250.2,117.0,21.27,144.9,81.0,6.52,11.0,3.0,2.97,1.0, False.
MN,179.0,415.0, no, no,0.0,170.7,54.0,29.02,191.1,108.0,16.24,214.6,107.0,9.66,13.3,4.0,3.59,1.0, False.
WI,149.0,415.0, yes, yes,28.0,126.9,97.0,21.57,166.9,102.0,14.19,145.2,77.0,6.53,8.8,3.0,2.38,5.0, True.
ID,77.0,510.0, no, no,0.0,189.5,112.0,32.22,207.0,95.0,17.6,214.1,91.0,9.63,9.2,7.0,2.48,0.0, False.
MA,127.0,408.0, yes, no,0.0,176.9,110.0,30.07,167.9,100.0,14.27,182.2,138.0,8.2,7.7,2.0,2.08,1.0, True.
OR,80.0,415.0, no, no,0.0,161.1,99.0,27.39,198.8,81.0,16.9,228.4,116.0,10.28,10.6,4.0,2.86,1.0, False.
MT,106.0,510.0, no, no,0.0,169.4,107.0,28.8,197.2,71.0,16.76,202.2,79.0,9.1,10.7,4.0,2.89,1.0, False.
AL,61.0,415.0, no, yes,20.0,254.4,133.0,43.25,161.7,96.0,13.74,251.4,91.0,11.31,10.5,4.0,2.84,0.0, False.
ND,135.0,510.0, yes, yes,24.0,127.7,54.0,21.71,215.0,105.0,18.28,234.3,84.0,10.54,5.8,4.0,1.57,2.0, False.
LA,115.0,415.0, no, yes,26.0,170.5,107.0,28.99,217.2,77.0,18.46,225.7,71.0,10.16,13.6,5.0,3.67,6.0, False.
ND,167.0,408.0, yes, no,0.0,219.1,100.0,37.25,242.9,90.0,20.65,168.9,101.0,7.6,10.1,4.0,2.73,2.0, False.
MS,107.0,510.0, yes, no,0.0,273.5,104.0,46.5,183.8,68.0,15.62,153.8,67.0,6.92,11.0,9.0,2.97,2.0, False.
WV,112.0,415.0, yes, no,0.0,161.9,138.0,27.52,200.9,114.0,17.08,134.0,134.0,6.03,10.7,4.0,2.89,1.0, False.
WI,35.0,510.0, no, yes,27.0,241.7,87.0,41.09,142.0,101.0,12.07,288.9,68.0,13.0,9.4,4.0,2.54,1.0, False.
KS,103.0,408.0, yes, no,0.0,62.8,124.0,10.68,170.4,66.0,14.48,280.2,78.0,12.61,9.4,4.0,2.54,3.0, False.
MO,107.0,415.0, no, yes,22.0,281.1,83.0,47.79,143.7,130.0,12.21,239.4,128.0,10.77,11.2,9.0,3.02,1.0, False.
PA,69.0,415.0, no, no,0.0,228.2,70.0,38.79,263.7,80.0,22.41,142.6,60.0,6.42,10.7,5.0,2.89,3.0, False.
SD,85.0,408.0, no, no,0.0,209.8,82.0,35.67,194.5,94.0,16.53,200.4,85.0,9.02,11.3,3.0,3.05,0.0, False.
NJ,24.0,408.0, no, no,0.0,265.6,86.0,45.15,208.8,102.0,17.75,182.5,105.0,8.21,11.1,6.0,3.0,2.0, True.
AL,90.0,415.0, no, no,0.0,214.9,97.0,36.53,117.8,117.0,10.01,133.7,78.0,6.02,11.8,2.0,3.19,2.0, False.
ME,137.0,510.0, no, no,0.0,110.5,79.0,18.79,223.2,111.0,18.97,169.5,64.0,7.63,10.5,3.0,2.84,3.0, False.
AZ,92.0,415.0, yes, yes,45.0,281.1,88.0,47.79,198.0,103.0,16.83,94.3,76.0,4.24,7.5,3.0,2.03,0.0, False.
VT,38.0,415.0, no, no,0.0,137.8,86.0,23.43,286.3,76.0,24.34,167.0,77.0,7.52,14.1,3.0,3.81,2.0, False.
NV,69.0,510.0, yes, yes,33.0,271.5,98.0,46.16,253.4,102.0,21.54,165.4,85.0,7.44,8.2,2.0,2.21,1.0, True.
WI,45.0,408.0, no, no,0.0,112.8,108.0,19.18,218.8,120.0,18.6,240.2,106.0,10.81,9.0,3.0,2.43,2.0, False.
HI,73.0,408.0, no, no,0.0,187.3,118.0,31.84,239.7,90.0,20.37,167.5,108.0,7.54,15.1,2.0,4.08,1.0, False.
DE,92.0,415.0, no, no,0.0,197.0,84.0,33.49,269.3,105.0,22.89,158.9,105.0,7.15,10.8,4.0,2.92,1.0, False.
AZ,113.0,415.0, no, yes,32.0,180.4,89.0,30.67,129.4,124.0,11.0,166.9,124.0,7.51,8.4,2.0,2.27,1.0, False.
VA,68.0,408.0, yes, no,0.0,148.5,126.0,25.25,219.4,125.0,18.65,198.5,121.0,8.93,14.5,7.0,3.92,1.0, True.
GA,135.0,415.0, no, yes,22.0,197.1,113.0,33.51,259.4,95.0,22.05,134.7,135.0,6.06,14.6,5.0,3.94,2.0, False.
AZ,100.0,415.0, no, yes,26.0,153.7,115.0,26.13,137.8,146.0,11.71,213.5,104.0,9.61,15.9,5.0,4.29,1.0, False.
MN,96.0,415.0, no, yes,27.0,261.3,96.0,44.42,220.9,101.0,18.78,179.4,97.0,8.07,11.3,2.0,3.05,1.0, False.
ME,108.0,510.0, no, no,0.0,246.2,102.0,41.85,202.4,134.0,17.2,180.1,95.0,8.1,9.4,5.0,2.54,1.0, False.
FL,84.0,510.0, no, no,0.0,191.0,88.0,32.47,318.8,119.0,27.1,247.3,79.0,11.13,6.5,4.0,1.76,0.0, False.
WA,134.0,408.0, no, no,0.0,208.3,86.0,35.41,253.6,89.0,21.56,291.0,86.0,13.1,12.6,3.0,3.4,1.0, False.
MT,72.0,415.0, no, no,0.0,253.0,73.0,43.01,219.3,78.0,18.64,210.8,89.0,9.49,9.8,4.0,2.65,0.0, False.
AL,83.0,408.0, no, no,0.0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82.0,4.58,6.8,4.0,1.84,0.0, False.
WV,137.0,408.0, no, no,0.0,174.4,120.0,29.65,156.3,98.0,13.29,136.5,121.0,6.14,10.2,5.0,2.75,0.0, False.
GA,56.0,415.0, no, yes,30.0,127.1,89.0,21.61,172.1,116.0,14.63,194.6,111.0,8.76,12.1,3.0,3.27,1.0, False.
OH,61.0,510.0, yes, yes,16.0,143.5,76.0,24.4,242.6,58.0,20.62,147.7,95.0,6.65,11.3,3.0,3.05,0.0, False.
DE,171.0,510.0, no, yes,17.0,186.9,94.0,31.77,240.0,138.0,20.4,200.9,64.0,9.04,5.8,3.0,1.57,1.0, False.
NE,123.0,510.0, no, no,0.0,194.0,118.0,32.98,242.0,114.0,20.57,146.3,108.0,6.58,12.1,4.0,3.27,1.0, False.
FL,58.0,510.0, no, no,0.0,234.8,89.0,39.92,106.8,131.0,9.08,178.5,122.0,8.03,9.9,6.0,2.67,0.0, False.
AK,156.0,510.0, no, no,0.0,123.7,96.0,21.03,103.0,80.0,8.76,189.4,82.0,8.52,13.1,4.0,3.54,1.0, False.
WI,166.0,510.0, no, no,0.0,173.9,103.0,29.56,276.4,83.0,23.49,190.8,113.0,8.59,15.3,5.0,4.13,0.0, False.
WA,75.0,510.0, no, yes,41.0,130.9,115.0,22.25,203.4,110.0,17.29,171.7,68.0,7.73,12.4,4.0,3.35,1.0, False.
KY,75.0,415.0, no, no,0.0,314.6,102.0,53.48,169.8,86.0,14.43,285.1,100.0,12.83,5.7,3.0,1.54,2.0, True.
OH,83.0,510.0, no, no,0.0,227.9,78.0,38.74,207.5,115.0,17.64,211.7,100.0,9.53,12.1,5.0,3.27,1.0, False.
UT,243.0,510.0, no, no,0.0,95.5,92.0,16.24,163.7,63.0,13.91,264.2,118.0,11.89,6.6,6.0,1.78,2.0, False.
NM,153.0,408.0, no, no,0.0,185.3,127.0,31.5,208.0,73.0,17.68,206.1,124.0,9.27,15.1,3.0,4.08,1.0, False.
MN,150.0,415.0, no, no,0.0,146.3,133.0,24.87,202.7,95.0,17.23,234.7,103.0,10.56,13.1,3.0,3.54,1.0, False.
WV,92.0,510.0, no, yes,16.0,184.0,99.0,31.28,76.4,134.0,6.49,185.1,96.0,8.33,12.7,3.0,3.43,2.0, False.
MN,80.0,415.0, no, no,0.0,105.8,110.0,17.99,43.9,88.0,3.73,189.6,87.0,8.53,13.1,5.0,3.54,0.0, False.
AL,134.0,415.0, no, no,0.0,178.0,110.0,30.26,153.8,64.0,13.07,236.6,105.0,10.65,11.7,4.0,3.16,1.0, False.
PA,77.0,510.0, no, yes,24.0,149.4,74.0,25.4,123.9,72.0,10.53,174.3,84.0,7.84,10.1,6.0,2.73,1.0, False.
DE,147.0,510.0, no, no,0.0,209.4,104.0,35.6,132.5,78.0,11.26,149.4,123.0,6.72,11.3,3.0,3.05,2.0, False.
MO,74.0,415.0, no, no,0.0,172.1,105.0,29.26,211.7,99.0,17.99,182.2,105.0,8.2,11.6,6.0,3.13,1.0, False.
IL,138.0,510.0, yes, no,0.0,169.3,82.0,28.78,217.9,147.0,18.52,184.2,77.0,8.29,9.4,9.0,2.54,1.0, False.
FL,143.0,415.0, no, no,0.0,119.1,117.0,20.25,287.7,136.0,24.45,223.0,100.0,10.04,12.2,4.0,3.29,0.0, False.
HI,64.0,415.0, no, no,0.0,194.2,147.0,33.01,173.4,87.0,14.74,268.7,114.0,12.09,5.5,2.0,1.49,2.0, False.
ME,120.0,510.0, no, no,0.0,198.8,56.0,33.8,230.1,73.0,19.56,119.8,81.0,5.39,9.9,3.0,2.67,2.0, False.
CO,121.0,408.0, yes, no,0.0,167.7,94.0,28.51,93.7,121.0,7.96,241.3,115.0,10.86,13.4,1.0,3.62,3.0, True.
NH,88.0,415.0, no, no,0.0,202.2,86.0,34.37,216.8,93.0,18.43,239.4,99.0,10.77,11.8,2.0,3.19,2.0, False.
SC,87.0,408.0, no, no,0.0,322.5,106.0,54.83,204.6,93.0,17.39,186.2,128.0,8.38,9.4,4.0,2.54,2.0, True.
IN,100.0,510.0, no, no,0.0,216.2,107.0,36.75,215.6,84.0,18.33,138.4,127.0,6.23,10.2,3.0,2.75,0.0, False.
FL,104.0,415.0, no, no,0.0,76.4,116.0,12.99,115.6,74.0,9.83,226.3,94.0,10.18,9.4,3.0,2.54,3.0, False.
GA,27.0,510.0, no, no,0.0,72.7,75.0,12.36,208.6,117.0,17.73,65.8,71.0,2.96,9.9,3.0,2.67,1.0, False.
IL,81.0,415.0, no, yes,31.0,210.4,100.0,35.77,225.5,97.0,19.17,168.7,120.0,7.59,9.7,4.0,2.62,0.0, False.
NC,64.0,510.0, yes, yes,33.0,127.2,93.0,21.62,162.9,104.0,13.85,247.4,109.0,11.13,8.1,13.0,2.19,0.0, False.
VT,107.0,510.0, no, yes,28.0,201.8,79.0,34.31,304.9,128.0,25.92,225.6,133.0,10.15,11.9,8.0,3.21,1.0, False.
DC,88.0,415.0, no, yes,17.0,219.5,78.0,37.32,222.1,94.0,18.88,188.3,92.0,8.47,16.1,5.0,4.35,1.0, False.
VT,111.0,408.0, no, no,0.0,99.3,112.0,16.88,270.5,136.0,22.99,225.3,94.0,10.14,9.0,6.0,2.43,3.0, False.
NV,77.0,415.0, no, no,0.0,239.2,114.0,40.66,150.0,115.0,12.75,160.8,81.0,7.24,10.3,2.0,2.78,5.0, False.
OR,67.0,415.0, yes, no,0.0,120.9,58.0,20.55,235.0,88.0,19.98,95.1,130.0,4.28,11.4,11.0,3.08,2.0, False.
AL,102.0,408.0, no, no,0.0,224.7,81.0,38.2,129.4,112.0,11.0,167.6,109.0,7.54,15.8,6.0,4.27,1.0, False.
ND,146.0,408.0, no, yes,19.0,176.6,88.0,30.02,162.7,66.0,13.83,215.5,98.0,9.7,14.6,6.0,3.94,1.0, False.
FL,144.0,415.0, no, yes,51.0,283.9,98.0,48.26,192.0,109.0,16.32,196.3,85.0,8.83,10.0,4.0,2.7,1.0, False.
NE,96.0,415.0, no, no,0.0,180.6,92.0,30.7,190.9,114.0,16.23,295.6,125.0,13.3,10.3,4.0,2.78,1.0, True.
ND,70.0,415.0, no, yes,31.0,125.9,101.0,21.4,196.4,102.0,16.69,252.7,75.0,11.37,10.3,4.0,2.78,1.0, False.
ME,149.0,408.0, no, no,0.0,237.6,79.0,40.39,192.4,107.0,16.35,207.4,111.0,9.33,9.1,9.0,2.46,0.0, False.
IL,129.0,415.0, no, no,0.0,198.4,91.0,33.73,264.7,106.0,22.5,111.4,101.0,5.01,9.2,2.0,2.48,2.0, False.
WA,166.0,408.0, no, no,0.0,274.3,110.0,46.63,52.9,109.0,4.5,246.1,119.0,11.07,10.9,5.0,2.94,0.0, False.
MA,136.0,408.0, yes, no,0.0,199.6,89.0,33.93,211.4,96.0,17.97,72.4,84.0,3.26,11.0,4.0,2.97,3.0, True.
KS,149.0,510.0, no, no,0.0,217.7,91.0,37.01,273.5,74.0,23.25,226.9,99.0,10.21,9.6,3.0,2.59,3.0, False.
RI,70.0,415.0, no, no,0.0,134.7,96.0,22.9,235.9,90.0,20.05,260.2,113.0,11.71,7.6,6.0,2.05,3.0, False.
MO,120.0,415.0, no, yes,24.0,212.7,73.0,36.16,257.5,103.0,21.89,227.8,119.0,10.25,9.7,13.0,2.62,2.0, False.
IA,66.0,510.0, no, no,0.0,256.3,135.0,43.57,180.2,106.0,15.32,187.3,135.0,8.43,6.2,7.0,1.67,2.0, False.
WY,104.0,408.0, no, no,0.0,183.6,133.0,31.21,120.7,98.0,10.26,215.1,112.0,9.68,12.7,2.0,3.43,1.0, False.
NV,160.0,415.0, no, no,0.0,176.2,90.0,29.95,196.0,115.0,16.66,263.9,95.0,11.88,9.2,4.0,2.48,1.0, False.
WI,129.0,415.0, no, yes,37.0,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,11.7,8.0,3.16,1.0, False.
AL,93.0,408.0, no, no,0.0,267.9,114.0,45.54,223.0,74.0,18.96,262.7,90.0,11.82,11.3,3.0,3.05,3.0, True.
HI,169.0,415.0, no, no,0.0,179.2,111.0,30.46,175.2,130.0,14.89,228.6,92.0,10.29,9.9,6.0,2.67,2.0, False.
MO,58.0,415.0, no, no,0.0,149.4,145.0,25.4,196.5,105.0,16.7,209.5,108.0,9.43,14.9,3.0,4.02,1.0, False.
CA,75.0,510.0, no, yes,38.0,163.6,132.0,27.81,146.7,113.0,12.47,345.8,115.0,15.56,13.1,3.0,3.54,3.0, False.
MO,45.0,408.0, no, no,0.0,207.6,71.0,35.29,152.7,94.0,12.98,217.8,125.0,9.8,12.4,13.0,3.35,1.0, False.
CT,155.0,510.0, no, no,0.0,165.4,108.0,28.12,183.7,103.0,15.61,80.2,108.0,3.61,8.9,4.0,2.4,3.0, False.
MD,52.0,415.0, no, no,0.0,209.8,114.0,35.67,171.3,82.0,14.56,154.6,119.0,6.96,9.9,9.0,2.67,4.0, False.
OH,119.0,415.0, no, yes,27.0,220.1,128.0,37.42,268.2,133.0,22.8,146.5,80.0,6.59,11.1,3.0,3.0,0.0, False.
NV,86.0,510.0, no, no,0.0,141.3,72.0,24.02,154.3,95.0,13.12,210.6,91.0,9.48,8.2,5.0,2.21,1.0, False.
MD,42.0,408.0, no, no,0.0,196.5,89.0,33.41,241.3,123.0,20.51,143.2,105.0,6.44,4.0,7.0,1.08,0.0, False.
NE,127.0,510.0, yes, no,0.0,180.9,114.0,30.75,209.5,118.0,17.81,249.9,105.0,11.25,7.4,4.0,2.0,2.0, False.
OH,123.0,408.0, no, no,0.0,105.0,150.0,17.85,251.6,90.0,21.39,258.0,93.0,11.61,14.9,5.0,4.02,0.0, False.
MA,98.0,510.0, no, no,0.0,271.4,119.0,46.14,190.4,102.0,16.18,284.7,118.0,12.81,11.1,6.0,3.0,4.0, True.
OK,149.0,510.0, no, yes,43.0,206.7,79.0,35.14,174.6,122.0,14.84,241.5,80.0,10.87,10.9,3.0,2.94,1.0, False.
MA,160.0,408.0, no, no,0.0,166.8,109.0,28.36,236.0,117.0,20.06,307.6,77.0,13.84,9.3,1.0,2.51,1.0, False.
WA,103.0,415.0, no, no,0.0,204.9,107.0,34.83,135.2,102.0,11.49,208.2,106.0,9.37,10.4,3.0,2.81,5.0, False.
HI,132.0,415.0, no, yes,15.0,154.6,128.0,26.28,245.6,106.0,20.88,148.6,90.0,6.69,9.1,4.0,2.46,1.0, False.
CO,137.0,415.0, no, no,0.0,127.0,107.0,21.59,323.2,75.0,27.47,143.9,127.0,6.48,7.5,2.0,2.03,1.0, False.
FL,129.0,415.0, yes, no,0.0,267.4,78.0,45.46,204.2,85.0,17.36,111.7,146.0,5.03,5.9,4.0,1.59,1.0, False.
WI,62.0,415.0, no, no,0.0,281.0,66.0,47.77,160.6,108.0,13.65,77.9,74.0,3.51,0.0,0.0,0.0,1.0, False.
ID,122.0,510.0, no, yes,33.0,270.8,96.0,46.04,220.4,110.0,18.73,169.9,104.0,7.65,11.8,8.0,3.19,4.0, False.
WY,32.0,408.0, no, no,0.0,171.2,82.0,29.1,185.6,102.0,15.78,203.3,64.0,9.15,10.2,7.0,2.75,1.0, False.
GA,86.0,510.0, no, no,0.0,124.1,82.0,21.1,202.6,120.0,17.22,289.6,119.0,13.03,6.7,8.0,1.81,3.0, False.
FL,130.0,415.0, no, no,0.0,162.8,113.0,27.68,290.3,111.0,24.68,114.9,140.0,5.17,7.2,3.0,1.94,1.0, False.
WY,42.0,408.0, no, no,0.0,146.3,84.0,24.87,255.9,113.0,21.75,45.0,117.0,2.03,8.0,12.0,2.16,1.0, False.
DE,73.0,415.0, no, no,0.0,254.8,85.0,43.32,143.4,80.0,12.19,153.9,102.0,6.93,15.0,7.0,4.05,2.0, False.
ME,66.0,408.0, no, yes,26.0,254.9,108.0,43.33,243.2,135.0,20.67,190.8,95.0,8.59,5.4,3.0,1.46,2.0, False.
DC,103.0,510.0, no, yes,31.0,107.7,124.0,18.31,188.9,104.0,16.06,196.2,98.0,8.83,8.9,3.0,2.4,0.0, False.
IA,128.0,408.0, no, no,0.0,158.8,75.0,27.0,264.8,91.0,22.51,270.0,77.0,12.15,7.6,7.0,2.05,1.0, False.
CO,104.0,415.0, no, no,0.0,182.9,113.0,31.09,239.6,85.0,20.37,229.8,104.0,10.34,5.5,4.0,1.49,2.0, False.
MN,103.0,415.0, no, no,0.0,198.5,112.0,33.75,42.5,90.0,3.61,179.2,124.0,8.06,12.4,5.0,3.35,0.0, False.
VT,124.0,415.0, no, no,0.0,178.4,72.0,30.33,233.6,134.0,19.86,179.4,91.0,8.07,12.0,2.0,3.24,0.0, False.
AZ,87.0,510.0, no, no,0.0,110.9,91.0,18.85,158.5,115.0,13.47,207.5,131.0,9.34,6.2,5.0,1.67,1.0, False.
LA,109.0,415.0, no, yes,27.0,166.9,85.0,28.37,221.2,92.0,18.8,197.3,97.0,8.88,12.3,4.0,3.32,1.0, True.
MO,167.0,415.0, yes, no,0.0,244.8,91.0,41.62,60.8,105.0,5.17,176.7,110.0,7.95,10.7,3.0,2.89,2.0, False.
ME,97.0,510.0, no, no,0.0,120.8,96.0,20.54,169.8,101.0,14.43,194.1,63.0,8.73,11.9,3.0,3.21,4.0, True.
MD,106.0,415.0, no, no,0.0,165.3,118.0,28.1,210.0,101.0,17.85,187.2,93.0,8.42,8.5,3.0,2.3,2.0, False.
VT,125.0,415.0, no, no,0.0,126.7,113.0,21.54,155.5,131.0,13.22,206.2,112.0,9.28,14.4,7.0,3.89,2.0, False.
DC,108.0,408.0, no, yes,35.0,215.9,106.0,36.7,200.6,107.0,17.05,195.4,107.0,8.79,15.5,7.0,4.19,0.0, False.
WY,125.0,415.0, no, no,0.0,140.1,132.0,23.82,209.6,126.0,17.82,264.1,77.0,11.88,8.0,2.0,2.16,1.0, False.
VA,89.0,415.0, no, yes,32.0,209.9,113.0,35.68,249.8,104.0,21.23,224.2,92.0,10.09,8.7,7.0,2.35,1.0, False.
VA,72.0,510.0, yes, yes,29.0,139.8,114.0,23.77,138.2,91.0,11.75,221.0,88.0,9.95,5.5,6.0,1.49,0.0, False.
CT,23.0,510.0, no, no,0.0,321.6,107.0,54.67,251.6,115.0,21.39,141.1,158.0,6.35,11.3,3.0,3.05,2.0, True.
HI,149.0,510.0, no, no,0.0,166.6,61.0,28.32,218.8,107.0,18.6,208.3,131.0,9.37,8.2,6.0,2.21,7.0, False.
WI,73.0,415.0, no, no,0.0,214.2,90.0,36.41,196.8,78.0,16.73,157.9,112.0,7.11,5.9,8.0,1.59,0.0, False.
MD,61.0,415.0, no, no,0.0,260.0,123.0,44.2,210.5,127.0,17.89,234.7,70.0,10.56,9.0,3.0,2.43,1.0, True.
WV,161.0,415.0, no, no,0.0,191.9,113.0,32.62,70.9,87.0,6.03,204.8,107.0,9.22,13.4,4.0,3.62,4.0, True.
VT,73.0,408.0, no, no,0.0,213.0,95.0,36.21,188.8,104.0,16.05,136.2,89.0,6.13,13.5,3.0,3.65,0.0, False.
UT,118.0,415.0, no, yes,24.0,118.1,83.0,20.08,109.6,72.0,9.32,245.5,73.0,11.05,16.9,2.0,4.56,1.0, False.
CO,23.0,408.0, no, no,0.0,190.2,89.0,32.33,166.4,108.0,14.14,219.8,73.0,9.89,15.0,4.0,4.05,6.0, False.
NC,127.0,415.0, no, yes,25.0,82.2,95.0,13.97,163.3,109.0,13.88,264.9,104.0,11.92,5.1,6.0,1.38,0.0, False.
NJ,42.0,415.0, no, yes,32.0,163.8,80.0,27.85,177.8,123.0,15.11,190.4,106.0,8.57,8.1,5.0,2.19,0.0, False.
AR,118.0,415.0, no, no,0.0,267.8,145.0,45.53,316.4,121.0,26.89,208.6,91.0,9.39,14.4,11.0,3.89,5.0, True.
IA,45.0,510.0, no, no,0.0,159.8,91.0,27.17,120.4,86.0,10.23,163.0,93.0,7.34,10.6,3.0,2.86,2.0, False.
GA,50.0,408.0, no, yes,24.0,214.3,129.0,36.43,289.8,55.0,24.63,312.5,130.0,14.06,10.6,4.0,2.86,1.0, False.
MO,179.0,510.0, no, no,0.0,287.3,123.0,48.84,288.0,114.0,24.48,266.0,112.0,11.97,10.5,4.0,2.84,0.0, True.
MO,152.0,408.0, no, no,0.0,101.2,122.0,17.2,141.6,87.0,12.04,198.5,124.0,8.93,7.5,3.0,2.03,2.0, False.
WY,105.0,415.0, no, no,0.0,102.8,74.0,17.48,281.7,125.0,23.94,228.1,113.0,10.26,13.2,5.0,3.56,2.0, False.
HI,72.0,415.0, no, no,0.0,109.1,97.0,18.55,115.7,96.0,9.83,295.8,84.0,13.31,8.3,6.0,2.24,0.0, False.
PA,52.0,408.0, no, no,0.0,215.9,67.0,36.7,217.0,108.0,18.45,342.8,130.0,15.43,5.2,2.0,1.4,1.0, False.
TX,125.0,415.0, no, no,0.0,203.4,110.0,34.58,128.7,97.0,10.94,190.5,113.0,8.57,11.0,4.0,2.97,1.0, False.
VA,143.0,510.0, no, no,0.0,110.1,113.0,18.72,169.0,59.0,14.37,166.7,94.0,7.5,9.2,2.0,2.48,1.0, False.
RI,65.0,415.0, no, no,0.0,111.0,51.0,18.87,219.8,84.0,18.68,202.0,89.0,9.09,4.4,14.0,1.19,1.0, False.
WI,80.0,415.0, no, no,0.0,239.9,121.0,40.78,142.3,51.0,12.1,364.3,106.0,16.39,9.3,5.0,2.51,1.0, False.
MS,1.0,415.0, no, no,0.0,144.8,107.0,24.62,112.5,66.0,9.56,218.7,79.0,9.84,13.8,3.0,3.73,1.0, False.
KY,60.0,408.0, no, no,0.0,135.4,134.0,23.02,205.9,85.0,17.5,204.0,103.0,9.18,7.9,4.0,2.13,1.0, False.
NC,43.0,415.0, no, no,0.0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79.0,8.82,10.8,2.0,2.92,1.0, False.
NV,143.0,415.0, no, no,0.0,209.1,127.0,35.55,106.1,80.0,9.02,179.6,90.0,8.08,14.0,6.0,3.78,0.0, False.
UT,81.0,415.0, no, yes,24.0,130.1,117.0,22.12,196.0,61.0,16.66,139.3,123.0,6.27,11.4,5.0,3.08,0.0, False.
